,player,age,position,Rating,Team,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
12,José Luis Palomino ,29, D(C),6.78,Atalanta,190,78,18(4),1659,1,1,3,1,0.4,88.2,2.0,-,1,1,0.4,0.3,0.1,0.1,-,0.2,0.5,1.3,2.6,1.1,0.5,2.2,0.5,0.5,-,1,0.3,44.7,88.2,0.1,2.5,-
13,Luca Valzania ,23, M(C),6.57,Atalanta,182,76,1(1),73,-,-,-,-,0.5,76.9,2.0,-,-,-,0.5,-,0.5,-,-,0.5,0.5,2.5,0.5,-,-,-,1,-,-,-,-,13.0,76.9,-,0.5,-
14,Marco Tumminello ,20, Forward,6.01,Atalanta,180,76,0(2),7,-,-,1,-,0.5,40.0,0.5,-,-,-,0.5,-,0.5,-,-,-,1,-,-,1,-,-,-,-,-,-,-,2.5,40.0,-,-,-
15,Mario Pasalic ,24, M(C),6.49,Atalanta,189,78,13(12),1205,2,3,1,-,1,83.3,1.3,-,2,3,1,0.8,0.5,0.3,0.1,1.1,1.4,0.9,0.3,0.6,-,0.3,0.6,0.1,-,3,0.8,29.7,83.3,0.1,2,-
16,Marten de Roon ,28, DMC,6.95,Atalanta,185,76,25(1),2167,1,1,7,-,0.6,88.2,1.7,1,1,1,0.6,0.7,0.2,0.5,-,0.5,0.6,3,1.6,1.8,-,1.2,1.5,0.2,-,1,0.7,62.4,88.2,0.2,3.5,-
17,Matteo Pessina ,21, Midfielder,6.27,Atalanta,187,77,1(7),189,-,1,-,-,0.4,88.9,0.9,-,-,1,0.4,0.3,-,0.5,-,0.1,0.4,0.3,-,0.3,0.1,0.4,-,0.1,-,1,0.3,19.1,88.9,0.3,0.5,-
18,Musa Barrow ,20, FW,6.27,Atalanta,180,70,6(11),509,-,2,-,-,1.4,78.3,0.5,-,-,2,1.4,0.6,0.4,0.2,0.1,0.7,2.1,0.5,-,0.2,-,0.1,0.1,-,-,2,0.6,12.2,78.3,0.1,0.4,0.1
19,Pierluigi Gollini ,24, GK,6.55,Atalanta,188,80,11,990,-,-,-,-,-,69.6,0.3,-,-,-,-,-,-,0.1,-,-,0.1,0.2,-,0.1,-,0.5,-,-,-,-,-,26.3,69.6,-,6.3,-
20,Rafael Tolói ,28, D(C),6.81,Atalanta,185,75,20(1),1748,1,3,1,1,1.2,85.1,1.3,-,1,3,1.2,0.6,0.4,0.7,-,0.4,0.6,1.3,1.6,0.4,0.6,2.6,0.4,0.4,1,3,0.6,56.1,85.1,-,3.2,0.1
21,Remo Freuler ,26, DMC,7.02,Atalanta,181,77,26,2273,2,4,4,-,0.7,88.7,1.2,-,2,4,0.7,1.1,0.7,2.2,-,1.3,1.6,2.3,1.2,1.2,-,0.9,1.1,0.4,-,4,1.1,63.5,88.7,0.2,2,0.1
22,Robin Gosens ,24," D(L),M(CL)",7.1,Atalanta,183,76,17(4),1477,3,2,2,-,0.9,79.5,1.7,2,3,2,0.9,0.9,0.6,0.9,0.3,0.2,1.3,2,1.3,1,0.4,1.4,0.5,0.2,-,2,0.9,36.7,79.5,0.6,1.1,-
23,Timothy Castagne ,23," D(R),M(LR)",6.85,Atalanta,185,80,15(5),1406,2,2,3,-,0.7,83.1,0.7,-,2,2,0.7,0.9,0.8,0.6,-,1.1,1.2,1.8,1,0.6,0.1,1.5,0.7,0.3,-,2,0.9,35.8,83.1,0.5,0.9,0.1
0,Adam Marusic ,26, M(R),6.65,Lazio,185,76,19(1),1642,1,-,2,1,0.7,84.3,0.9,-,1,-,0.7,1,1,0.7,0.1,0.7,0.9,1.3,1,1.1,-,1,0.4,0.2,-,-,1,28.7,84.3,0.6,1.1,-
1,Alessandro Murgia ,22, M(C),6.12,Lazio,185,78,0(1),8,-,-,-,-,-,88.9,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,9.0,88.9,-,-,-
2,Bastos ,28, D(C),6.44,Lazio,184,77,5(6),602,-,-,2,-,0.5,85.1,0.9,-,-,-,0.5,0.1,0.5,0.5,0.1,0.2,0.4,0.6,0.5,0.8,0.3,1.9,0.5,0.5,-,-,0.1,23.7,85.1,-,1.7,-
3,Bruno Jordao ,20, Midfielder,6.01,Lazio,180,73,0(1),18,-,-,-,-,1,55.6,2,-,-,-,1,-,-,-,1,-,1,1,-,1,-,-,-,-,-,-,-,9.0,55.6,-,-,-
4,Ciro Immobile ,29, FW,7.07,Lazio,185,78,23(3),2106,13,3,5,-,3.5,78.1,0.5,3,13,3,3.5,1.5,0.8,1.1,1,0.9,2.5,0.4,-,0.7,-,0.3,0.1,-,-,3,1.5,25.7,78.1,0.1,0.6,0.2
5,Danilo Cataldi ,24, M(C),6.75,Lazio,180,70,2(6),350,2,1,2,-,1.1,85.1,0.1,-,2,1,1.1,0.9,0.5,0.1,-,-,0.8,0.6,0.6,0.8,0.1,0.8,0.5,-,-,1,0.9,27.8,85.1,1.1,1.4,-
6,Felipe Caicedo ,30, FW,6.54,Lazio,183,84,11(9),876,4,1,3,-,1.5,72.0,0.9,-,4,1,1.5,0.7,0.4,0.6,0.3,0.8,0.9,0.5,0.2,1,-,0.2,0.3,0.1,-,1,0.7,10.6,72.0,-,0.2,0.1
7,Francesco Acerbi ,31, D(C),7.02,Lazio,192,88,27,2410,3,1,2,1,0.5,86.2,2.7,2,3,1,0.5,0.2,0.1,1,0.1,0.3,0.6,1,1.6,0.6,0.7,4.8,0.1,0.9,-,1,0.2,47.4,86.2,-,3.5,-
8,Joaquín Correa ,24," AM(CL),FW",7.01,Lazio,189,75,13(13),1447,3,5,3,-,2.1,86.7,0.6,1,3,5,2.1,1.7,1.9,1.3,0.3,0.8,1.5,0.7,0.1,0.7,-,0.3,0.4,0.1,-,5,1.7,23.7,86.7,0.2,0.5,0.1
9,Jordan Lukaku ,24," D(L),M(L)",6.22,Lazio,177,86,1(6),170,-,-,1,-,-,82.6,0.3,-,-,-,-,0.1,0.6,0.1,0.3,0.1,0.3,0.6,0.7,0.6,0.1,0.1,0.3,-,-,-,0.1,12.3,82.6,0.1,0.1,-
10,Lucas Leiva ,32," D(C),M(C)",7.21,Lazio,179,74,16(4),1478,-,1,4,-,0.4,87.1,1.9,2,-,1,0.4,1.1,0.4,0.6,-,0.9,0.3,3.8,2.1,1.6,0.1,1.7,1.6,0.4,-,1,1.1,49.8,87.1,0.4,2.5,-
11,Luis Alberto ,26," AM(CL),FW",7.08,Lazio,182,70,19(2),1469,3,4,4,-,2.4,81.4,0.5,2,3,4,2.4,2.6,0.9,0.8,0.1,1.6,1.7,1.9,0.4,0.9,-,0.2,1.1,-,-,4,2.6,42.2,81.4,1.6,2.6,0.1
12,Luiz Felipe ,22, D(C),6.89,Lazio,187,80,11(1),902,1,1,2,-,0.4,83.7,1.2,1,1,1,0.4,0.3,0.1,0.7,0.1,0.1,0.4,1.8,1.8,1.1,0.1,3,0.6,0.8,-,1,0.3,40.4,83.7,0.1,3.1,-
13,Marco Parolo ,34, M(C),6.84,Lazio,184,75,21(3),1892,3,2,5,-,1.8,77.6,1.8,-,3,2,1.8,0.9,0.1,0.3,0.1,0.6,1.2,1.9,0.8,1.3,-,1.4,1,0.3,-,2,0.9,31.1,77.6,0.4,1.2,-
14,Martín Cáceres ,31," D(CLR),M(R)",5.99,Lazio,180,78,3(1),306,-,-,-,-,0.8,88.0,0.8,-,-,-,0.8,-,-,0.8,-,-,0.5,1,-,0.3,-,2.3,0.5,-,-,-,-,35.5,88.0,-,2.8,-
15,Milan Badelj ,30, M(C),6.69,Lazio,186,76,9(6),743,1,-,4,-,0.7,86.4,0.8,4,1,-,0.7,0.3,1.5,0.6,-,0.5,0.4,1.6,1.1,1.1,-,0.9,1.1,0.1,1,-,0.3,37.7,86.4,0.2,1.7,-
16,Patric ,25," D(CR),M(R)",6.51,Lazio,184,72,8(3),776,-,-,1,-,1.2,80.6,0.8,-,-,-,1.2,0.6,0.2,0.3,0.1,0.4,0.7,1.6,0.9,0.9,0.2,1.8,0.6,0.5,-,-,0.6,37.1,80.6,0.2,2.5,0.2
17,Pedro Neto ,19, Forward,5.97,Lazio,172,69,0(3),31,-,-,1,-,0.3,93.8,-,-,-,-,0.3,0.3,-,0.7,-,0.7,-,-,-,0.3,-,-,-,-,-,-,0.3,5.3,93.8,-,-,-
18,Riza Durmisi ,25," D(L),M(L)",6.28,Lazio,168,68,1(5),168,-,1,3,-,0.2,84.4,0.2,-,-,1,0.2,1,-,0.3,-,-,0.5,0.5,-,0.7,-,0.7,0.2,-,-,1,1,10.7,84.4,0.2,0.2,-
19,Rômulo ,31," D(R),M(CR)",6.95,Lazio,178,72,3(1),260,-,-,-,-,0.5,87.0,0.8,-,-,-,0.5,0.8,1,0.5,0.3,-,0.3,1,0.5,1,-,1.3,0.3,-,-,-,0.8,28.8,87.0,1.3,0.3,-
20,Senad Lulic ,33," D(L),M(CL)",7.07,Lazio,183,75,26(1),2239,3,1,4,-,0.8,78.4,1.3,-,3,1,0.8,1.7,1.2,0.8,0.1,1,1.6,2,1.4,1.2,-,1.3,1.4,0.1,-,1,1.7,39.0,78.4,1.1,2.2,-
21,Sergej Milinkovic-Savic ,24, AM(C),7.23,Lazio,191,76,25,2063,4,3,6,-,2.7,79.9,3.5,2,4,3,2.7,1.8,1.2,1.1,0.4,1.6,2.2,1.4,1,1.9,-,1.6,1.3,0.1,-,3,1.8,48.6,79.9,0.2,2.5,0.2
22,Stefan Radu ,32, D(CL),6.78,Lazio,183,79,24,1992,-,1,4,-,0.3,85.5,1.4,-,-,1,0.3,0.3,0.3,0.8,-,0.4,0.8,1.6,1.6,1.3,-,3,0.4,0.6,-,1,0.3,46.2,85.5,0.4,1.6,-
23,Thomas Strakosha ,24, GK,6.81,Lazio,186,78,28,2520,-,-,3,-,-,64.8,0.4,2,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.9,-,-,-,-,-,25.9,64.8,-,6.8,-
24,Valon Berisha ,26, AM(C),6.37,Lazio,176,70,1(7),192,-,-,-,-,0.1,87.1,-,-,-,-,0.1,0.5,0.1,0.5,-,0.3,0.8,1,0.5,0.4,-,0.4,0.3,-,-,-,0.5,17.5,87.1,0.3,0.3,-
25,Wallace ,24, D(C),6.76,Lazio,191,83,12(1),1047,-,-,2,-,0.7,85.1,1.9,-,-,-,0.7,0.2,0.2,0.7,-,0.2,0.6,1.2,2.2,1.2,0.5,3.2,0.6,0.5,1,-,0.2,45.8,85.1,0.1,4.2,-
